ticker,cnt_stock,trade_time,user_id,trade_type
 BRK.B,766,2022-03-04,81162,buy
 BRK.B,766,2022-03-04,81162,sell
 NKE,907,2022-03-04,11477,buy
 NKE,907,2022-03-07,11477,sell
AAPL,446,2022-03-04,40977,buy
AAPL,446,2022-03-07,40977,sell
 MSFT,507,2022-03-07,23207,buy
 MSFT,507,2022-03-07,23207,sell
 GOOGL,791,2022-03-07,61575,buy
 GOOGL,791,2022-03-07,61575,sell
 AMZN,242,2022-03-07,65215,buy
 AMZN,242,2022-03-07,65215,sell
 NVDA,69,2022-03-07,72010,buy
 NVDA,69,2022-03-07,72010,sell
 JPM,686,2022-03-07,41766,buy
 JPM,686,2022-03-07,41766,sell
 BAC,337,2022-03-07,36733,buy
 BAC,337,2022-03-07,36733,sell
 WFC,608,2022-03-07,28443,buy
 WFC,608,2022-03-07,28443,sell
 JNJ,264,2022-03-07,62350,buy
 JNJ,264,2022-03-07,62350,sell
 UNH,6,2022-03-07,30865,buy
 UNH,6,2022-03-07,30865,sell
 MRK,653,2022-03-07,74598,buy
 MRK,653,2022-03-07,74598,sell
 PFE,467,2022-03-07,659,buy
 PFE,467,2022-03-07,659,sell
 PG,260,2022-03-07,14932,buy
 PG,260,2022-03-07,14932,sell
 KO,219,2022-03-07,10579,buy
 KO,219,2022-03-07,10579,sell
 PEP,777,2022-03-07,17818,buy
 PEP,777,2022-03-08,17818,sell
 XOM,300,2022-03-07,58924,buy
 XOM,300,2022-03-08,58924,sell
 CVX,90,2022-03-08,56306,buy
 CVX,90,2022-03-08,56306,sell
 GE,306,2022-03-08,58197,buy
 GE,306,2022-03-08,58197,sell
 HON,270,2022-03-08,75845,buy
 HON,270,2022-03-08,75845,sell
 LMT,683,2022-03-08,45911,buy
 LMT,683,2022-03-08,45911,sell
 META,410,2022-03-08,32008,buy
 META,410,2022-03-08,32008,sell
 VZ,816,2022-03-08,52017,buy
 VZ,816,2022-03-08,52017,sell
 T,707,2022-03-08,58129,buy
 T,707,2022-03-08,58129,sell
 DIS,636,2022-03-08,92498,buy
 DIS,636,2022-03-08,92498,sell
 AMT,152,2022-03-08,32610,buy
 AMT,152,2022-03-08,32610,sell
 PLD,944,2022-03-08,53591,buy
 PLD,944,2022-03-08,53591,sell
 TSM,755,2022-03-08,90823,buy
 TSM,755,2022-03-08,90823,sell
 SHEL,569,2022-03-08,48369,buy
 SHEL,569,2022-03-08,48369,sell
 BRK.B,624,2022-03-08,18394,buy
 BRK.B,624,2022-03-08,18394,sell
 NKE,90,2022-03-08,1759,buy
 NKE,90,2022-03-09,1759,sell
AAPL,22,2022-03-08,39147,buy
AAPL,22,2022-03-09,39147,sell
 MSFT,571,2022-03-09,2084,buy
 MSFT,571,2022-03-09,2084,sell
 GOOGL,635,2022-03-09,70108,buy
 GOOGL,635,2022-03-09,70108,sell
 AMZN,624,2022-03-09,52286,buy
 AMZN,624,2022-03-09,52286,sell
 NVDA,873,2022-03-09,5265,buy
 NVDA,873,2022-03-09,5265,sell
 JPM,661,2022-03-09,32955,buy
 JPM,661,2022-03-09,32955,sell
 BAC,77,2022-03-09,89034,buy
 BAC,77,2022-03-09,89034,sell
 WFC,29,2022-03-09,80352,buy
 WFC,29,2022-03-09,80352,sell
 JNJ,599,2022-03-09,69252,buy
 JNJ,599,2022-03-09,69252,sell
 UNH,659,2022-03-09,27481,buy
 UNH,659,2022-03-09,27481,sell
 MRK,151,2022-03-09,59987,buy
 MRK,151,2022-03-09,59987,sell
 PFE,492,2022-03-09,9613,buy
 PFE,492,2022-03-09,9613,sell
 PG,85,2022-03-09,5448,buy
 PG,85,2022-03-09,5448,sell
 KO,64,2022-03-09,30251,buy
 KO,64,2022-03-09,30251,sell
 PEP,608,2022-03-09,36135,buy
 PEP,608,2022-03-10,36135,sell
 XOM,201,2022-03-09,12004,buy
 XOM,201,2022-03-10,12004,sell
 CVX,762,2022-03-10,19507,buy
 CVX,762,2022-03-10,19507,sell
 GE,7,2022-03-10,16873,buy
 GE,7,2022-03-10,16873,sell
 HON,161,2022-03-10,85579,buy
 HON,161,2022-03-10,85579,sell
 LMT,439,2022-03-10,73986,buy
 LMT,439,2022-03-10,73986,sell
 META,491,2022-03-10,41983,buy
 META,491,2022-03-10,41983,sell
 VZ,82,2022-03-10,79679,buy
 VZ,82,2022-03-10,79679,sell
 T,174,2022-03-10,13739,buy
 T,174,2022-03-10,13739,sell
 DIS,16,2022-03-10,86945,buy
 DIS,16,2022-03-10,86945,sell
 AMT,899,2022-03-10,30319,buy
 AMT,899,2022-03-10,30319,sell
 PLD,231,2022-03-10,29665,buy
 PLD,231,2022-03-10,29665,sell
 TSM,284,2022-03-10,90579,buy
 TSM,284,2022-03-10,90579,sell
 SHEL,621,2022-03-10,37031,buy
 SHEL,621,2022-03-10,37031,sell
 BRK.B,176,2022-03-10,58180,buy
 BRK.B,176,2022-03-10,58180,sell
 NKE,241,2022-03-10,30389,buy
 NKE,241,2022-03-11,30389,sell
AAPL,176,2022-03-10,69015,buy
AAPL,176,2022-03-11,69015,sell
 MSFT,569,2022-03-11,68289,buy
 MSFT,569,2022-03-11,68289,sell
 GOOGL,22,2022-03-11,15510,buy
 GOOGL,22,2022-03-11,15510,sell
 AMZN,327,2022-03-11,76502,buy
 AMZN,327,2022-03-11,76502,sell
 NVDA,788,2022-03-11,7132,buy
 NVDA,788,2022-03-11,7132,sell
 JPM,341,2022-03-11,14457,buy
 JPM,341,2022-03-11,14457,sell
 BAC,715,2022-03-11,89674,buy
 BAC,715,2022-03-11,89674,sell
 WFC,199,2022-03-11,36778,buy
 WFC,199,2022-03-11,36778,sell
 JNJ,47,2022-03-11,62562,buy
 JNJ,47,2022-03-11,62562,sell
 UNH,487,2022-03-11,64105,buy
 UNH,487,2022-03-11,64105,sell
 MRK,368,2022-03-11,10583,buy
 MRK,368,2022-03-11,10583,sell
 PFE,15,2022-03-11,21993,buy
 PFE,15,2022-03-11,21993,sell
 PG,756,2022-03-11,76340,buy
 PG,756,2022-03-11,76340,sell
 KO,696,2022-03-11,76483,buy
 KO,696,2022-03-11,76483,sell
 PEP,545,2022-03-11,2724,buy
 PEP,545,2022-03-14,2724,sell
 XOM,912,2022-03-11,55659,buy
 XOM,912,2022-03-14,55659,sell
 CVX,236,2022-03-14,15696,buy
 CVX,236,2022-03-14,15696,sell
 GE,605,2022-03-14,75662,buy
 GE,605,2022-03-14,75662,sell
 HON,334,2022-03-14,4800,buy
 HON,334,2022-03-14,4800,sell
 LMT,468,2022-03-14,6890,buy
 LMT,468,2022-03-14,6890,sell
 META,231,2022-03-14,67214,buy
 META,231,2022-03-14,67214,sell
 VZ,386,2022-03-14,91206,buy
 VZ,386,2022-03-14,91206,sell
 T,778,2022-03-14,16444,buy
 T,778,2022-03-14,16444,sell
 DIS,700,2022-03-14,67090,buy
 DIS,700,2022-03-14,67090,sell
 AMT,337,2022-03-14,43715,buy
 AMT,337,2022-03-14,43715,sell
 PLD,288,2022-03-14,78595,buy
 PLD,288,2022-03-14,78595,sell
 TSM,812,2022-03-14,61705,buy
 TSM,812,2022-03-14,61705,sell
 SHEL,910,2022-03-14,14810,buy
 SHEL,910,2022-03-14,14810,sell
 BRK.B,737,2022-03-14,89925,buy
 BRK.B,737,2022-03-14,89925,sell
 NKE,109,2022-03-14,10854,buy
 NKE,109,2022-03-15,10854,sell
AAPL,159,2022-03-14,663,buy
AAPL,159,2022-03-15,663,sell
 MSFT,292,2022-03-15,46734,buy
 MSFT,292,2022-03-15,46734,sell
 GOOGL,526,2022-03-15,76002,buy
 GOOGL,526,2022-03-15,76002,sell
 AMZN,707,2022-03-15,33133,buy
 AMZN,707,2022-03-15,33133,sell
 NVDA,642,2022-03-15,77699,buy
 NVDA,642,2022-03-15,77699,sell
 JPM,582,2022-03-15,20284,buy
 JPM,582,2022-03-15,20284,sell
 BAC,663,2022-03-15,57425,buy
 BAC,663,2022-03-15,57425,sell
 WFC,745,2022-03-15,88471,buy
 WFC,745,2022-03-15,88471,sell
 JNJ,882,2022-03-15,86098,buy
 JNJ,882,2022-03-15,86098,sell
 UNH,984,2022-03-15,32900,buy
 UNH,984,2022-03-15,32900,sell
 MRK,408,2022-03-15,49298,buy
 MRK,408,2022-03-15,49298,sell
 PFE,245,2022-03-15,34310,buy
 PFE,245,2022-03-15,34310,sell
 PG,77,2022-03-15,25545,buy
 PG,77,2022-03-15,25545,sell
 KO,69,2022-03-15,4278,buy
 KO,69,2022-03-15,4278,sell
 PEP,399,2022-03-15,83879,buy
 PEP,399,2022-03-16,83879,sell
 XOM,455,2022-03-15,68006,buy
 XOM,455,2022-03-16,68006,sell
 CVX,233,2022-03-16,31932,buy
 CVX,233,2022-03-16,31932,sell
 GE,20,2022-03-16,76468,buy
 GE,20,2022-03-16,76468,sell
 HON,432,2022-03-16,27500,buy
 HON,432,2022-03-16,27500,sell
 LMT,995,2022-03-16,7989,buy
 LMT,995,2022-03-16,7989,sell
 META,62,2022-03-16,65079,buy
 META,62,2022-03-16,65079,sell
 VZ,323,2022-03-16,27200,buy
 VZ,323,2022-03-16,27200,sell
 T,34,2022-03-16,10186,buy
 T,34,2022-03-16,10186,sell
 DIS,311,2022-03-16,53652,buy
 DIS,311,2022-03-16,53652,sell
 AMT,681,2022-03-16,68787,buy
 AMT,681,2022-03-16,68787,sell
 PLD,953,2022-03-16,64884,buy
 PLD,953,2022-03-16,64884,sell
 TSM,394,2022-03-16,1076,buy
 TSM,394,2022-03-16,1076,sell
 SHEL,222,2022-03-16,47828,buy
 SHEL,222,2022-03-16,47828,sell
 BRK.B,753,2022-03-16,26218,buy
 BRK.B,753,2022-03-16,26218,sell
 NKE,102,2022-03-16,23830,buy
 NKE,102,2022-03-17,23830,sell
AAPL,52,2022-03-16,50714,buy
AAPL,52,2022-03-17,50714,sell
 MSFT,906,2022-03-17,81357,buy
 MSFT,906,2022-03-17,81357,sell
 GOOGL,681,2022-03-17,32675,buy
 GOOGL,681,2022-03-17,32675,sell
 AMZN,830,2022-03-17,74803,buy
 AMZN,830,2022-03-17,74803,sell
 NVDA,13,2022-03-17,79774,buy
 NVDA,13,2022-03-17,79774,sell
 JPM,43,2022-03-17,81897,buy
 JPM,43,2022-03-17,81897,sell
 BAC,286,2022-03-17,47034,buy
 BAC,286,2022-03-17,47034,sell
 WFC,808,2022-03-17,34345,buy
 WFC,808,2022-03-17,34345,sell
 JNJ,835,2022-03-17,66963,buy
 JNJ,835,2022-03-17,66963,sell
 UNH,734,2022-03-17,18026,buy
 UNH,734,2022-03-17,18026,sell
 MRK,598,2022-03-17,76191,buy
 MRK,598,2022-03-17,76191,sell
 PFE,93,2022-03-17,6599,buy
 PFE,93,2022-03-17,6599,sell
 PG,616,2022-03-17,51024,buy
 PG,616,2022-03-17,51024,sell
 KO,832,2022-03-17,68854,buy
 KO,832,2022-03-17,68854,sell
 PEP,221,2022-03-17,10805,buy
 PEP,221,2022-03-18,10805,sell
 XOM,490,2022-03-17,19809,buy
 XOM,490,2022-03-18,19809,sell
 CVX,433,2022-03-18,81754,buy
 CVX,433,2022-03-18,81754,sell
 GE,991,2022-03-18,56659,buy
 GE,991,2022-03-18,56659,sell
 HON,998,2022-03-18,32524,buy
 HON,998,2022-03-18,32524,sell
 LMT,732,2022-03-18,23333,buy
 LMT,732,2022-03-18,23333,sell
 META,678,2022-03-18,77825,buy
 META,678,2022-03-18,77825,sell
 VZ,928,2022-03-18,32914,buy
 VZ,928,2022-03-18,32914,sell
 T,114,2022-03-18,28170,buy
 T,114,2022-03-18,28170,sell
 DIS,494,2022-03-18,51666,buy
 DIS,494,2022-03-18,51666,sell
 AMT,670,2022-03-18,12449,buy
 AMT,670,2022-03-18,12449,sell
 PLD,775,2022-03-18,76157,buy
 PLD,775,2022-03-18,76157,sell
 TSM,679,2022-03-18,78165,buy
 TSM,679,2022-03-18,78165,sell
 SHEL,20,2022-03-18,39632,buy
 SHEL,20,2022-03-18,39632,sell
 BRK.B,789,2022-03-18,39455,buy
 BRK.B,789,2022-03-18,39455,sell
 NKE,561,2022-03-18,53615,buy
 NKE,561,2022-03-21,53615,sell
AAPL,774,2022-03-18,55961,buy
AAPL,774,2022-03-21,55961,sell
 MSFT,889,2022-03-21,44300,buy
 MSFT,889,2022-03-21,44300,sell
 GOOGL,380,2022-03-21,84404,buy
 GOOGL,380,2022-03-21,84404,sell
 AMZN,624,2022-03-21,88732,buy
 AMZN,624,2022-03-21,88732,sell
 NVDA,852,2022-03-21,69885,buy
 NVDA,852,2022-03-21,69885,sell
 JPM,600,2022-03-21,66032,buy
 JPM,600,2022-03-21,66032,sell
 BAC,669,2022-03-21,78647,buy
 BAC,669,2022-03-21,78647,sell
 WFC,955,2022-03-21,162,buy
 WFC,955,2022-03-21,162,sell
 JNJ,987,2022-03-21,24608,buy
 JNJ,987,2022-03-21,24608,sell
 UNH,282,2022-03-21,19120,buy
 UNH,282,2022-03-21,19120,sell
 MRK,924,2022-03-21,69725,buy
 MRK,924,2022-03-21,69725,sell
 PFE,574,2022-03-21,43259,buy
 PFE,574,2022-03-21,43259,sell
 PG,647,2022-03-21,62015,buy
 PG,647,2022-03-21,62015,sell
 KO,499,2022-03-21,75888,buy
 KO,499,2022-03-21,75888,sell
 PEP,244,2022-03-21,20702,buy
 PEP,244,2022-03-22,20702,sell
 XOM,502,2022-03-21,88545,buy
 XOM,502,2022-03-22,88545,sell
 CVX,574,2022-03-22,53718,buy
 CVX,574,2022-03-22,53718,sell
 GE,134,2022-03-22,569,buy
 GE,134,2022-03-22,569,sell
 HON,949,2022-03-22,79109,buy
 HON,949,2022-03-22,79109,sell
 LMT,939,2022-03-22,25420,buy
 LMT,939,2022-03-22,25420,sell
 META,490,2022-03-22,1402,buy
 META,490,2022-03-22,1402,sell
 VZ,370,2022-03-22,7631,buy
 VZ,370,2022-03-22,7631,sell
 T,633,2022-03-22,60308,buy
 T,633,2022-03-22,60308,sell
 DIS,610,2022-03-22,69827,buy
 DIS,610,2022-03-22,69827,sell
 AMT,910,2022-03-22,12852,buy
 AMT,910,2022-03-22,12852,sell
 PLD,791,2022-03-22,40977,buy
 PLD,791,2022-03-22,40977,sell
 TSM,40,2022-03-22,6289,buy
 TSM,40,2022-03-22,6289,sell
 SHEL,181,2022-03-22,31959,buy
 SHEL,181,2022-03-22,31959,sell
 BRK.B,472,2022-03-22,30138,buy
 BRK.B,472,2022-03-22,30138,sell
 NKE,780,2022-03-22,84123,buy
 NKE,780,2022-03-23,84123,sell
AAPL,337,2022-03-22,62898,buy
AAPL,337,2022-03-23,62898,sell
 MSFT,961,2022-03-23,54924,buy
 MSFT,961,2022-03-23,54924,sell
 GOOGL,250,2022-03-23,25993,buy
 GOOGL,250,2022-03-23,25993,sell
 AMZN,904,2022-03-23,39318,buy
 AMZN,904,2022-03-23,39318,sell
 NVDA,232,2022-03-23,86095,buy
 NVDA,232,2022-03-23,86095,sell
 JPM,871,2022-03-23,86583,buy
 JPM,871,2022-03-23,86583,sell
 BAC,429,2022-03-23,70501,buy
 BAC,429,2022-03-23,70501,sell
 WFC,718,2022-03-23,14303,buy
 WFC,718,2022-03-23,14303,sell
 JNJ,886,2022-03-23,70047,buy
 JNJ,886,2022-03-23,70047,sell
 UNH,531,2022-03-23,41585,buy
 UNH,531,2022-03-23,41585,sell
 MRK,989,2022-03-23,4602,buy
 MRK,989,2022-03-23,4602,sell
 PFE,411,2022-03-23,62372,buy
 PFE,411,2022-03-23,62372,sell
 PG,409,2022-03-23,67585,buy
 PG,409,2022-03-23,67585,sell
 KO,137,2022-03-23,72101,buy
 KO,137,2022-03-23,72101,sell
 PEP,620,2022-03-23,77984,buy
 PEP,620,2022-03-24,77984,sell
 XOM,937,2022-03-23,35116,buy
 XOM,937,2022-03-24,35116,sell
 CVX,734,2022-03-24,69412,buy
 CVX,734,2022-03-24,69412,sell
 GE,96,2022-03-24,19373,buy
 GE,96,2022-03-24,19373,sell
 HON,501,2022-03-24,41158,buy
 HON,501,2022-03-24,41158,sell
 LMT,817,2022-03-24,80257,buy
 LMT,817,2022-03-24,80257,sell
 META,710,2022-03-24,45839,buy
 META,710,2022-03-24,45839,sell
 VZ,233,2022-03-24,92720,buy
 VZ,233,2022-03-24,92720,sell
 T,272,2022-03-24,93458,buy
 T,272,2022-03-24,93458,sell
 DIS,755,2022-03-24,53796,buy
 DIS,755,2022-03-24,53796,sell
 AMT,441,2022-03-24,129,buy
 AMT,441,2022-03-24,129,sell
 PLD,540,2022-03-24,69025,buy
 PLD,540,2022-03-24,69025,sell
 TSM,565,2022-03-24,72103,buy
 TSM,565,2022-03-24,72103,sell
 SHEL,406,2022-03-24,73560,buy
 SHEL,406,2022-03-24,73560,sell
 BRK.B,130,2022-03-24,28197,buy
 BRK.B,130,2022-03-24,28197,sell
 NKE,442,2022-03-24,58990,buy
 NKE,442,2022-03-25,58990,sell
AAPL,249,2022-03-24,53789,buy
AAPL,249,2022-03-25,53789,sell
 MSFT,29,2022-03-25,65012,buy
 MSFT,29,2022-03-25,65012,sell
 GOOGL,195,2022-03-25,21794,buy
 GOOGL,195,2022-03-25,21794,sell
 AMZN,614,2022-03-25,5767,buy
 AMZN,614,2022-03-25,5767,sell
 NVDA,687,2022-03-25,40534,buy
 NVDA,687,2022-03-25,40534,sell
 JPM,348,2022-03-25,40894,buy
 JPM,348,2022-03-25,40894,sell
 BAC,299,2022-03-25,36327,buy
 BAC,299,2022-03-25,36327,sell
 WFC,798,2022-03-25,90426,buy
 WFC,798,2022-03-25,90426,sell
 JNJ,816,2022-03-25,44296,buy
 JNJ,816,2022-03-25,44296,sell
 UNH,19,2022-03-25,43160,buy
 UNH,19,2022-03-25,43160,sell
 MRK,953,2022-03-25,25002,buy
 MRK,953,2022-03-25,25002,sell
 PFE,794,2022-03-25,87112,buy
 PFE,794,2022-03-25,87112,sell
 PG,255,2022-03-25,55789,buy
 PG,255,2022-03-25,55789,sell
 KO,382,2022-03-25,42932,buy
 KO,382,2022-03-25,42932,sell
 PEP,29,2022-03-25,49042,buy
 PEP,29,2022-03-28,49042,sell
 XOM,802,2022-03-25,58130,buy
 XOM,802,2022-03-28,58130,sell
 CVX,248,2022-03-28,53966,buy
 CVX,248,2022-03-28,53966,sell
 GE,363,2022-03-28,47184,buy
 GE,363,2022-03-28,47184,sell
 HON,469,2022-03-28,43302,buy
 HON,469,2022-03-28,43302,sell
 LMT,736,2022-03-28,18771,buy
 LMT,736,2022-03-28,18771,sell
 META,975,2022-03-28,83739,buy
 META,975,2022-03-28,83739,sell
 VZ,321,2022-03-28,68871,buy
 VZ,321,2022-03-28,68871,sell
 T,627,2022-03-28,53759,buy
 T,627,2022-03-28,53759,sell
 DIS,440,2022-03-28,41157,buy
 DIS,440,2022-03-28,41157,sell
 AMT,378,2022-03-28,160,buy
 AMT,378,2022-03-28,160,sell
 PLD,704,2022-03-28,11369,buy
 PLD,704,2022-03-28,11369,sell
 TSM,459,2022-03-28,67386,buy
 TSM,459,2022-03-28,67386,sell
 SHEL,19,2022-03-28,75744,buy
 SHEL,19,2022-03-28,75744,sell
 BRK.B,540,2022-03-28,66046,buy
 BRK.B,540,2022-03-28,66046,sell
 NKE,895,2022-03-28,6278,buy
 NKE,895,2022-03-29,6278,sell
AAPL,403,2022-03-28,4377,buy
AAPL,403,2022-03-29,4377,sell
 MSFT,143,2022-03-29,83606,buy
 MSFT,143,2022-03-29,83606,sell
 GOOGL,656,2022-03-29,8398,buy
 GOOGL,656,2022-03-29,8398,sell
 AMZN,981,2022-03-29,75667,buy
 AMZN,981,2022-03-29,75667,sell
 NVDA,228,2022-03-29,8688,buy
 NVDA,228,2022-03-29,8688,sell
 JPM,504,2022-03-29,63243,buy
 JPM,504,2022-03-29,63243,sell
 BAC,487,2022-03-29,37641,buy
 BAC,487,2022-03-29,37641,sell
 WFC,254,2022-03-29,72026,buy
 WFC,254,2022-03-29,72026,sell
 JNJ,936,2022-03-29,26364,buy
 JNJ,936,2022-03-29,26364,sell
 UNH,264,2022-03-29,81161,buy
 UNH,264,2022-03-29,81161,sell
 MRK,682,2022-03-29,41761,buy
 MRK,682,2022-03-29,41761,sell
 PFE,588,2022-03-29,54136,buy
 PFE,588,2022-03-29,54136,sell
 PG,376,2022-03-29,28144,buy
 PG,376,2022-03-29,28144,sell
 KO,921,2022-03-29,5018,buy
 KO,921,2022-03-29,5018,sell
 PEP,748,2022-03-29,17053,buy
 PEP,748,2022-03-30,17053,sell
 XOM,372,2022-03-29,9631,buy
 XOM,372,2022-03-30,9631,sell
 CVX,778,2022-03-30,43922,buy
 CVX,778,2022-03-30,43922,sell
 GE,244,2022-03-30,70359,buy
 GE,244,2022-03-30,70359,sell
 HON,562,2022-03-30,62449,buy
 HON,562,2022-03-30,62449,sell
 LMT,988,2022-03-30,6349,buy
 LMT,988,2022-03-30,6349,sell
 META,670,2022-03-30,37562,buy
 META,670,2022-03-30,37562,sell
 VZ,618,2022-03-30,6671,buy
 VZ,618,2022-03-30,6671,sell
 T,790,2022-03-30,28850,buy
 T,790,2022-03-30,28850,sell
 DIS,1000,2022-03-30,79087,buy
 DIS,1000,2022-03-30,79087,sell
 AMT,155,2022-03-30,5140,buy
 AMT,155,2022-03-30,5140,sell
 PLD,912,2022-03-30,68335,buy
 PLD,912,2022-03-30,68335,sell
 TSM,488,2022-03-30,55477,buy
 TSM,488,2022-03-30,55477,sell
 SHEL,985,2022-03-30,6417,buy
 SHEL,985,2022-03-30,6417,sell
 BRK.B,969,2022-03-30,34347,buy
 BRK.B,969,2022-03-30,34347,sell
 NKE,844,2022-03-30,81306,buy
 NKE,844,2022-03-31,81306,sell
AAPL,125,2022-03-30,34086,buy
AAPL,125,2022-03-31,34086,sell
 MSFT,283,2022-03-31,58764,buy
 MSFT,283,2022-03-31,58764,sell
 GOOGL,440,2022-03-31,32401,buy
 GOOGL,440,2022-03-31,32401,sell
 AMZN,156,2022-03-31,84964,buy
 AMZN,156,2022-03-31,84964,sell
 NVDA,214,2022-03-31,44400,buy
 NVDA,214,2022-03-31,44400,sell
 JPM,541,2022-03-31,52349,buy
 JPM,541,2022-03-31,52349,sell
 BAC,55,2022-03-31,93062,buy
 BAC,55,2022-03-31,93062,sell
 WFC,805,2022-03-31,38514,buy
 WFC,805,2022-03-31,38514,sell
 JNJ,94,2022-03-31,50983,buy
 JNJ,94,2022-03-31,50983,sell
 UNH,283,2022-03-31,64056,buy
 UNH,283,2022-03-31,64056,sell
 MRK,859,2022-03-31,7909,buy
 MRK,859,2022-03-31,7909,sell
 PFE,911,2022-03-31,29265,buy
 PFE,911,2022-03-31,29265,sell
 PG,941,2022-03-31,18169,buy
 PG,941,2022-03-31,18169,sell
 KO,743,2022-03-31,45010,buy
 KO,743,2022-03-31,45010,sell
 PEP,370,2022-03-31,18352,buy
 PEP,370,2022-04-01,18352,sell
 XOM,543,2022-03-31,27364,buy
 XOM,543,2022-04-01,27364,sell
 CVX,513,2022-04-01,52164,buy
 CVX,513,2022-04-01,52164,sell
 GE,414,2022-04-01,3612,buy
 GE,414,2022-04-01,3612,sell
 HON,872,2022-04-01,18357,buy
 HON,872,2022-04-01,18357,sell
 LMT,453,2022-04-01,82750,buy
 LMT,453,2022-04-01,82750,sell
 META,578,2022-04-01,10931,buy
 META,578,2022-04-01,10931,sell
 VZ,504,2022-04-01,53987,buy
 VZ,504,2022-04-01,53987,sell
 T,65,2022-04-01,21024,buy
 T,65,2022-04-01,21024,sell
 DIS,202,2022-04-01,23873,buy
 DIS,202,2022-04-01,23873,sell
 AMT,109,2022-04-01,53803,buy
 AMT,109,2022-04-01,53803,sell
 PLD,87,2022-04-01,60886,buy
 PLD,87,2022-04-01,60886,sell
 TSM,848,2022-04-01,39164,buy
 TSM,848,2022-04-01,39164,sell
 SHEL,388,2022-04-01,67040,buy
 SHEL,388,2022-04-01,67040,sell
 BRK.B,374,2022-04-01,68708,buy
 BRK.B,374,2022-04-01,68708,sell
 NKE,700,2022-04-01,1076,buy
 NKE,700,2022-04-04,1076,sell
AAPL,211,2022-04-01,21259,buy
AAPL,211,2022-04-04,21259,sell
 MSFT,697,2022-04-04,64543,buy
 MSFT,697,2022-04-04,64543,sell
 GOOGL,899,2022-04-04,9767,buy
 GOOGL,899,2022-04-04,9767,sell
 AMZN,533,2022-04-04,26786,buy
 AMZN,533,2022-04-04,26786,sell
 NVDA,435,2022-04-04,86948,buy
 NVDA,435,2022-04-04,86948,sell
 JPM,164,2022-04-04,37649,buy
 JPM,164,2022-04-04,37649,sell
 BAC,332,2022-04-04,3882,buy
 BAC,332,2022-04-04,3882,sell
 WFC,223,2022-04-04,66659,buy
 WFC,223,2022-04-04,66659,sell
 JNJ,469,2022-04-04,84037,buy
 JNJ,469,2022-04-04,84037,sell
 UNH,477,2022-04-04,67753,buy
 UNH,477,2022-04-04,67753,sell
 MRK,399,2022-04-04,467,buy
 MRK,399,2022-04-04,467,sell
 PFE,25,2022-04-04,9851,buy
 PFE,25,2022-04-04,9851,sell
 PG,379,2022-04-04,9439,buy
 PG,379,2022-04-04,9439,sell
 KO,303,2022-04-04,24319,buy
 KO,303,2022-04-04,24319,sell
 PEP,23,2022-04-04,21446,buy
 PEP,23,2022-04-05,21446,sell
 XOM,592,2022-04-04,51837,buy
 XOM,592,2022-04-05,51837,sell
 CVX,348,2022-04-05,55923,buy
 CVX,348,2022-04-05,55923,sell
 GE,439,2022-04-05,12682,buy
 GE,439,2022-04-05,12682,sell
 HON,751,2022-04-05,60907,buy
 HON,751,2022-04-05,60907,sell
 LMT,219,2022-04-05,54102,buy
 LMT,219,2022-04-05,54102,sell
 META,30,2022-04-05,36286,buy
 META,30,2022-04-05,36286,sell
 VZ,2,2022-04-05,21935,buy
 VZ,2,2022-04-05,21935,sell
 T,894,2022-04-05,10159,buy
 T,894,2022-04-05,10159,sell
 DIS,220,2022-04-05,78306,buy
 DIS,220,2022-04-05,78306,sell
 AMT,211,2022-04-05,27607,buy
 AMT,211,2022-04-05,27607,sell
 PLD,862,2022-04-05,65276,buy
 PLD,862,2022-04-05,65276,sell
 TSM,627,2022-04-05,48938,buy
 TSM,627,2022-04-05,48938,sell
 SHEL,223,2022-04-05,92934,buy
 SHEL,223,2022-04-05,92934,sell
 BRK.B,418,2022-04-05,11499,buy
 BRK.B,418,2022-04-05,11499,sell
 NKE,348,2022-04-05,24159,buy
 NKE,348,2022-04-06,24159,sell
AAPL,500,2022-04-05,68978,buy
AAPL,500,2022-04-06,68978,sell
 MSFT,268,2022-04-06,28267,buy
 MSFT,268,2022-04-06,28267,sell
 GOOGL,159,2022-04-06,41582,buy
 GOOGL,159,2022-04-06,41582,sell
 AMZN,655,2022-04-06,81312,buy
 AMZN,655,2022-04-06,81312,sell
 NVDA,70,2022-04-06,10565,buy
 NVDA,70,2022-04-06,10565,sell
 JPM,381,2022-04-06,42338,buy
 JPM,381,2022-04-06,42338,sell
 BAC,192,2022-04-06,64513,buy
 BAC,192,2022-04-06,64513,sell
 WFC,396,2022-04-06,81225,buy
 WFC,396,2022-04-06,81225,sell
 JNJ,203,2022-04-06,87592,buy
 JNJ,203,2022-04-06,87592,sell
 UNH,902,2022-04-06,35457,buy
 UNH,902,2022-04-06,35457,sell
 MRK,739,2022-04-06,22722,buy
 MRK,739,2022-04-06,22722,sell
 PFE,503,2022-04-06,11406,buy
 PFE,503,2022-04-06,11406,sell
 PG,638,2022-04-06,1137,buy
 PG,638,2022-04-06,1137,sell
 KO,662,2022-04-06,14892,buy
 KO,662,2022-04-06,14892,sell
 PEP,21,2022-04-06,54137,buy
 PEP,21,2022-04-07,54137,sell
 XOM,892,2022-04-06,48139,buy
 XOM,892,2022-04-07,48139,sell
 CVX,54,2022-04-07,39687,buy
